Industry,Packaging_Material,Material_Type,Packaged_Item,Strength,Weight_Capacity_kg,Biodegradability_Score,CO2_Emission_Score,Recyclability_Percent,Packaging_Cost_INR,Strength_Encoded,CO2_Impact_Index,Cost_per_kg,Cost_Efficiency_Index,Material_Suitability_Score,Log_Packaging_Cost,Sustainability_Tier
Food,Recycled Glass Jar,Recycled Glass,Salt,High,21.91,38,54,95,45.21,3,42.0,2.0634,95.702,80.276,3.8332,Excellent
Toys,Bamboo Container,Natural Fiber,Cricket Bat,High,12.76,87,19,77,5.06,3,84.0,0.3966,99.174,89.244,1.8017,Excellent
Automotive,Steel Can,Metal,Engine Oil,High,17.21,16,76,99,18.03,3,20.0,1.0476,97.818,75.204,2.946,Excellent
Textiles,Kraft Paper,Paper,Embroidered Kurti,Medium,16.58,62,45,87,25.45,2,58.5,1.535,96.802,76.834,3.2753,Excellent
Electronics,Wood Wool Cushioning,Natural Fiber,Hard Drive,Low,8.96,87,27,91,34.87,1,80.0,3.8917,91.893,76.39,3.5799,Excellent
Food,Clear Glass Bottle,Glass,Yogurt,High,26.85,34,56,95,42.15,3,39.0,1.5698,96.73,79.633,3.7647,Excellent
Textiles,Recycled Cardboard Box,Recycled Cardboard,Jacket,High,43.46,71,35,95,2.43,3,68.0,0.0559,99.884,89.121,1.2326,Excellent
Toys,Pla Bioplastic,Bioplastic,Paint Set,Medium,7.1,83,28,72,19.32,2,77.5,2.7211,94.332,78.166,3.0116,Excellent
Automotive,Jute Sack,Natural Fiber,Timing Belt,High,22.25,91,20,90,8.41,3,85.5,0.378,99.213,92.953,2.2418,Excellent
Construction,Recycled Cardboard Box,Recycled Cardboard,Marble Polish,High,45.17,73,39,95,2.65,3,67.0,0.0587,99.878,88.819,1.2947,Excellent
Toys,Bamboo Container,Natural Fiber,Toy Cars,High,16.93,90,18,82,5.78,3,86.0,0.3414,99.289,91.122,1.914,Excellent
Cosmetics,Glass Jar,Glass,Face Serum,High,25.25,35,56,95,13.26,3,39.5,0.5251,98.906,80.327,2.6575,Excellent
Electronics,Corrugated Cardboard,Cardboard,Router,High,43.57,68,39,87,31.74,3,64.5,0.7285,98.482,85.72,3.4886,Excellent
Textiles,Hemp Fiber Bag,Natural Fiber,Blankets,Medium,12.52,90,20,90,24.85,2,85.0,1.9848,95.865,85.3,3.2523,Excellent
Home Appliances,Recycled Cardboard Box,Recycled Cardboard,Stand Mixer,High,43.8,72,35,94,8.53,3,68.5,0.1947,99.594,88.948,2.2544,Excellent
Cosmetics,Cotton Bag,Natural Fiber,Nail Polish,Medium,10.46,87,24,88,60.42,2,81.5,5.7763,87.967,81.775,4.1177,Excellent
Cosmetics,Amber Glass Bottle,Glass,Conditioner,High,30.74,31,60,95,162.01,3,35.5,5.2703,89.021,76.655,5.0938,Excellent
Home Appliances,Corrugated Cardboard,Cardboard,Mixer Grinder,High,54.1,69,41,88,22.28,3,64.0,0.4118,99.142,85.986,3.1476,Excellent
Cosmetics,Sbs Board,Cardboard,Eye Cream,Medium,17.59,63,41,88,10.88,2,61.0,0.6185,98.712,78.311,2.4749,Excellent
Home Appliances,Corn Starch Foam,Bioplastic,Mixer Grinder,Low,2.67,85,25,75,22.63,1,80.0,8.4757,82.344,70.003,3.1625,Good
Construction,Hemp Fiber Bag,Natural Fiber,Cement Bags,Medium,10.81,91,22,86,37.69,2,84.5,3.4866,92.737,83.368,3.6556,Excellent
Food,Recycled Cardboard Box,Recycled Cardboard,Sugar,High,38.5,69,35,91,23.64,3,67.0,0.614,98.721,87.53,3.2044,Excellent
Textiles,Jute Sack,Natural Fiber,School Uniform,High,22.3,91,24,89,3.77,3,83.5,0.1691,99.648,92.212,1.5623,Excellent
Textiles,Seed Paper,Paper,Workwear,Low,4.26,97,8,89,1.94,1,94.5,0.4554,99.051,82.029,1.0784,Excellent
Toys,Kraft Paper,Paper,Soft Toys,Medium,16.26,65,47,84,5.09,2,59.0,0.313,99.348,76.87,1.8066,Excellent
Toys,Recycled Cardboard Box,Recycled Cardboard,Board Games,High,40.6,74,36,91,9.55,3,69.0,0.2352,99.51,88.328,2.3561,Excellent
Electronics,Rice Husk Tray,Agricultural Waste,Extension Cord,Medium,6.53,93,23,84,5.2,2,85.0,0.7963,98.341,84.419,1.8245,Excellent
Automotive,Molded Pulp,Paper,Car Battery,Medium,10.88,79,38,90,3.86,2,70.5,0.3548,99.261,81.799,1.581,Excellent
Cosmetics,Frosted Glass Bottle,Glass,Body Lotion,High,28.87,32,55,98,60.97,3,38.5,2.1119,95.601,79.95,4.1267,Excellent
Food,Rice Husk Tray,Agricultural Waste,Pickles,Medium,6.51,92,20,81,1.52,2,86.0,0.2335,99.514,84.262,0.9243,Excellent
Healthcare,Pha Bioplastic,Bioplastic,Ointments,Medium,6.3,87,26,74,76.09,2,80.5,12.0778,74.84,74.693,4.345,Good
Toys,Recycled Cardboard Box,Recycled Cardboard,Jigsaw Puzzle,High,49.45,75,37,93,11.95,3,69.0,0.2417,99.496,88.824,2.5611,Excellent
Textiles,Seed Paper,Paper,Denim Jeans,Low,4.92,93,8,91,5.25,1,92.5,1.0671,97.777,81.611,1.8326,Excellent
Home Appliances,Wheat Straw Pulp Box,Agricultural Waste,Ceiling Fan,Medium,6.91,90,24,82,46.1,2,83.0,6.6715,86.102,80.259,3.8523,Excellent
Textiles,Corrugated Cardboard,Cardboard,Sportswear,High,50.59,72,41,89,2.35,3,65.5,0.0465,99.903,86.876,1.209,Excellent
Food,Amber Glass Bottle,Glass,Breakfast Cereal,High,26.5,35,58,98,17.28,3,38.5,0.6521,98.642,80.71,2.9058,Excellent
Electronics,Molded Pulp,Paper,Led Bulb,Medium,10.15,77,37,91,8.61,2,70.0,0.8483,98.233,81.642,2.2628,Excellent
Automotive,Corrugated Cardboard,Cardboard,Spark Plugs,High,48.02,69,41,93,35.18,3,64.0,0.7326,98.474,87.068,3.5885,Excellent
Toys,Recycled Cardboard Box,Recycled Cardboard,Badminton Set,High,44.66,71,36,94,20.57,3,67.5,0.4606,99.04,88.51,3.0713,Excellent
Toys,Molded Pulp,Paper,Bicycle,Medium,8.7,79,35,90,3.53,2,72.0,0.4057,99.155,82.222,1.5107,Excellent
Cosmetics,Cotton Bag,Natural Fiber,Eye Shadow,Medium,11.35,86,19,84,15.12,2,83.5,1.3322,97.225,83.69,2.7801,Excellent
Home Appliances,Honeycomb Board,Cardboard,Rice Cooker,High,34.3,72,40,89,8.53,3,66.0,0.2487,99.482,86.92,2.2544,Excellent
Construction,Recycled Cardboard Box,Recycled Cardboard,Plaster Of Paris,High,47.2,71,35,94,15.35,3,68.0,0.3252,99.323,88.731,2.7942,Excellent
Cosmetics,Recycled Cardboard Box,Recycled Cardboard,Exfoliating Scrub,High,43.46,70,40,89,39.49,3,65.0,0.9087,98.107,86.277,3.7011,Excellent
Furniture,Wood Wool Cushioning,Natural Fiber,Cabinet,Low,8.58,87,22,87,2.49,1,82.5,0.2902,99.395,78.015,1.2499,Excellent
Construction,Jute Sack,Natural Fiber,Floor Leveling Compound,High,21.48,89,22,88,56.03,3,83.5,2.6085,94.566,90.691,4.0436,Excellent
Toys,Recycled Cardboard Box,Recycled Cardboard,Clay Kit,High,48.1,73,35,91,33.9,3,69.0,0.7048,98.532,88.083,3.5525,Excellent
Toys,Bamboo Container,Natural Fiber,Jigsaw Puzzle,High,13.56,88,20,78,5.56,3,84.0,0.41,99.146,89.486,1.881,Excellent
Food,Kraft Paper,Paper,Pasta,Medium,17.02,63,45,86,27.07,2,59.0,1.5905,96.687,76.705,3.3347,Excellent
Electronics,Rice Husk Tray,Agricultural Waste,Usb Charger,Medium,5.52,90,17,83,5.46,2,86.5,0.9891,97.94,84.518,1.8656,Excellent
Automotive,Honeycomb Board,Cardboard,Tire Inflator,High,41.32,73,40,93,9.49,3,66.5,0.2297,99.521,88.08,2.3504,Excellent
Automotive,Molded Pulp,Paper,Oil Filter,Medium,11.34,81,37,89,3.91,2,72.0,0.3448,99.282,82.004,1.5913,Excellent
Textiles,Recycled Cardboard Box,Recycled Cardboard,Sportswear,High,46.92,72,36,93,35.53,3,68.0,0.7572,98.423,88.256,3.5981,Excellent
Home Appliances,Molded Pulp,Paper,Induction Cooktop,Medium,10.71,77,37,89,15.89,2,70.0,1.4837,96.909,80.811,2.8267,Excellent
Furniture,Jute Sack,Natural Fiber,Study Table,High,25.71,88,19,88,6.02,3,84.5,0.2342,99.512,92.228,1.9488,Excellent
Textiles,Sbs Board,Cardboard,Silk Dupatta,Medium,19.67,64,46,84,8.48,2,59.0,0.4311,99.102,76.809,2.2492,Excellent
Automotive,Molded Pulp,Paper,Wheel Bearing,Medium,9.09,80,37,90,18.73,2,71.5,2.0605,95.708,81.21,2.9821,Excellent
Textiles,Kraft Paper,Paper,Denim Jeans,Medium,16.87,68,44,82,25.56,2,62.0,1.5151,96.844,76.644,3.2794,Excellent
Automotive,Molded Pulp,Paper,Cleaning Spray,Medium,9.01,75,34,89,1.17,2,70.5,0.1299,99.729,81.666,0.7747,Excellent
Electronics,Hemp Fiber Bag,Natural Fiber,Led Bulb,Medium,12.4,92,19,86,56.46,2,86.5,4.5532,90.515,83.412,4.0511,Excellent
Construction,Corrugated Cardboard,Cardboard,Concrete Hardener,High,53.61,68,39,90,2.18,3,64.5,0.0407,99.915,86.829,1.1569,Excellent
Textiles,Recycled Cardboard Box,Recycled Cardboard,Cotton T-Shirt,High,40.06,70,35,89,7.47,3,67.5,0.1865,99.611,87.403,2.1365,Excellent
Textiles,Jute Sack,Natural Fiber,Denim Jeans,High,22.28,91,22,88,4.43,3,84.5,0.1988,99.586,92.246,1.6919,Excellent
Healthcare,Sbs Board,Cardboard,Pregnancy Test Kit,Medium,20.49,66,41,87,28.1,2,62.5,1.3714,97.143,78.119,3.3707,Excellent
Furniture,Cork Packaging,Natural Material,Shoe Rack,Medium,11.01,88,25,87,56.72,2,81.5,5.1517,89.268,81.85,4.0556,Excellent
Cosmetics,Recycled Glass Jar,Recycled Glass,Face Serum,High,21.04,36,54,93,14.05,3,41.0,0.6678,98.609,80.202,2.7114,Excellent
Automotive,Kraft Paper,Paper,Fuel Injector,Medium,14.12,63,45,82,29.22,2,59.0,2.0694,95.689,75.456,3.4085,Excellent
Automotive,Aluminum Can,Metal,Oil Filter,High,8.88,23,69,99,12.12,3,27.0,1.3649,97.157,77.139,2.5741,Excellent
Electronics,Wood Wool Cushioning,Natural Fiber,Earphones,Low,8.67,83,26,85,17.45,1,78.5,2.0127,95.807,75.418,2.9151,Excellent
Textiles,Hemp Fiber Bag,Natural Fiber,Kurta,Medium,11.93,94,20,86,38.59,2,87.0,3.2347,93.262,84.249,3.6786,Excellent
Electronics,Corrugated Cardboard,Cardboard,Keyboard,High,54.22,69,40,87,5.0,3,64.5,0.0922,99.808,86.052,1.7918,Excellent
Construction,Stone Paper,Paper,Marble Polish,Medium,12.78,58,46,85,16.93,2,56.0,1.3247,97.24,75.693,2.8865,Excellent
Food,Recycled Glass Jar,Recycled Glass,Coffee,High,24.0,41,51,93,101.04,3,45.0,4.21,91.23,79.558,4.6254,Excellent
Textiles,Hemp Fiber Bag,Natural Fiber,Linen Shirt,Medium,11.34,88,20,85,11.08,2,84.0,0.9771,97.965,84.275,2.4916,Excellent
Home Appliances,Wood Wool Cushioning,Natural Fiber,Electric Kettle,Low,8.17,85,22,89,25.17,1,81.5,3.0808,93.582,76.762,3.2646,Excellent
Textiles,Recycled Cardboard Box,Recycled Cardboard,Woolen Sweater,High,43.62,70,39,92,0.87,3,65.5,0.0199,99.959,87.64,0.6259,Excellent
Textiles,Recycled Cardboard Box,Recycled Cardboard,Saree,High,45.61,75,36,89,9.0,3,69.5,0.1973,99.589,87.997,2.3026,Excellent
Food,Recycled Kraft Paper,Paper,Yogurt,Medium,14.5,73,40,91,19.32,2,66.5,1.3324,97.224,80.339,3.0116,Excellent
Toys,Sbs Board,Cardboard,Frisbee,Medium,15.34,69,44,87,2.17,2,62.5,0.1415,99.705,78.76,1.1537,Excellent
Furniture,Jute Sack,Natural Fiber,Storage Ottoman,High,23.89,86,24,90,2.41,3,81.0,0.1009,99.79,91.748,1.2267,Excellent
Furniture,Cork Packaging,Natural Material,Rocking Chair,Medium,11.09,90,19,83,15.85,2,85.5,1.4292,97.023,83.989,2.8244,Excellent
Textiles,Hemp Fiber Bag,Natural Fiber,Pillow Covers,Medium,13.58,91,21,85,5.2,2,85.0,0.3829,99.202,84.884,1.8245,Excellent
Electronics,Hemp Fiber Bag,Natural Fiber,Hard Drive,Medium,10.96,91,19,88,79.99,2,86.0,7.2984,84.796,82.332,4.3943,Excellent
Toys,Sbs Board,Cardboard,Soft Toys,Medium,19.79,63,41,89,2.56,2,61.0,0.1294,99.73,78.816,1.2698,Excellent
Food,Greaseproof Paper,Paper,Chips,Low,8.05,65,51,84,5.36,1,57.0,0.6658,98.613,69.42,1.85,Good
Automotive,Corrugated Cardboard,Cardboard,Touch Up Paint,High,49.05,71,37,87,1.98,3,67.0,0.0404,99.916,86.829,1.0919,Excellent
Food,Stone Paper,Paper,Mango Pulp,Medium,13.16,58,46,86,9.64,2,56.0,0.7325,98.474,76.252,2.3646,Excellent
Electronics,Honeycomb Board,Cardboard,Electric Toothbrush,High,44.22,69,40,93,23.97,3,64.5,0.5421,98.871,87.318,3.2177,Excellent
Furniture,Honeycomb Board,Cardboard,Outdoor Furniture,High,38.56,69,35,93,12.78,3,67.0,0.3314,99.31,88.178,2.6232,Excellent
Construction,Jute Sack,Natural Fiber,Wall Putty,High,23.2,87,25,86,9.4,3,81.0,0.4052,99.156,90.589,2.3418,Excellent
Furniture,Recycled Cardboard Box,Recycled Cardboard,Bed Frame,High,38.49,75,38,95,2.92,3,68.5,0.0759,99.842,89.26,1.3661,Excellent
Automotive,Tin Container,Metal,Brake Pads,High,16.86,21,76,99,99.18,3,22.5,5.8826,87.746,73.436,4.607,Good
Construction,Hemp Fiber Bag,Natural Fiber,Gypsum Powder,Medium,12.08,89,22,88,52.45,2,83.5,4.3419,90.955,83.122,3.9787,Excellent
Cosmetics,Glass Vial,Glass,Moisturizer,Medium,5.14,37,50,97,18.32,2,43.5,3.5642,92.575,73.777,2.9611,Good
Furniture,Jute Sack,Natural Fiber,Computer Desk,High,27.93,89,24,85,15.59,3,82.5,0.5582,98.837,90.709,2.8088,Excellent
Electronics,Rice Husk Tray,Agricultural Waste,Smart Speaker,Medium,6.12,87,21,81,27.79,2,83.0,4.5408,90.541,81.119,3.36,Excellent
Textiles,Hemp Fiber Bag,Natural Fiber,Fabric Rolls,Medium,12.34,90,21,84,15.42,2,84.5,1.2496,97.397,84.033,2.7985,Excellent
Food,Recycled Glass Jar,Recycled Glass,Ghee,High,19.06,39,51,98,33.06,3,44.0,1.7345,96.387,81.797,3.5281,Excellent
Textiles,Recycled Kraft Paper,Paper,Pillow Covers,Medium,12.5,68,39,86,26.18,2,64.5,2.0944,95.637,78.093,3.3025,Excellent
Construction,Steel Can,Metal,Tile Cleaner,High,20.97,20,74,93,66.47,3,23.0,3.1698,93.397,73.499,4.2117,Good
Home Appliances,Honeycomb Board,Cardboard,Air Purifier,High,41.32,72,37,90,11.86,3,67.5,0.287,99.402,87.6,2.5541,Excellent
Automotive,Jute Sack,Natural Fiber,Exhaust Gasket,High,22.16,87,22,89,4.6,3,82.5,0.2076,99.568,91.892,1.7228,Excellent
Food,Molded Pulp,Paper,Jam,Medium,10.5,76,33,90,5.41,2,71.5,0.5152,98.927,82.015,1.8579,Excellent
Automotive,Honeycomb Board,Cardboard,Car Led Lights,High,43.93,69,39,93,11.46,3,65.0,0.2609,99.457,87.614,2.5225,Excellent
Toys,Bamboo Container,Natural Fiber,Chess Set,High,14.75,88,20,82,37.97,3,84.0,2.5742,94.638,89.36,3.6628,Excellent
Construction,Kraft Paper,Paper,Bonding Agent,Medium,15.87,65,48,87,1.45,2,58.5,0.0914,99.81,77.586,0.8961,Excellent
Healthcare,Amber Glass Bottle,Glass,Blood Glucose Strips,High,30.74,36,54,92,25.11,3,41.0,0.8169,98.298,79.874,3.2623,Excellent
Healthcare,Pha Bioplastic,Bioplastic,Pregnancy Test Kit,Medium,6.13,90,26,70,57.96,2,82.0,9.4551,80.303,75.509,4.0769,Excellent
Automotive,Tin Container,Metal,Coolant,High,13.55,19,70,97,7.46,3,24.5,0.5506,98.853,76.313,2.1353,Excellent
Construction,Jute Sack,Natural Fiber,Rust Remover,High,23.15,86,24,90,3.46,3,81.0,0.1495,99.689,91.722,1.4951,Excellent
Healthcare,Sbs Board,Cardboard,Face Masks,Medium,20.4,63,44,86,9.39,2,59.5,0.4603,99.041,77.444,2.3408,Excellent
Textiles,Cotton Bag,Natural Fiber,Yarn,Medium,8.71,87,18,85,2.94,2,84.5,0.3375,99.297,84.758,1.3712,Excellent
Electronics,Hemp Fiber Bag,Natural Fiber,Tablet,Medium,13.42,88,19,88,11.67,2,84.5,0.8696,98.188,85.23,2.5392,Excellent
Textiles,Corrugated Cardboard,Cardboard,Fabric Rolls,High,55.81,70,42,90,13.16,3,64.0,0.2358,99.509,86.577,2.6504,Excellent
Toys,Kraft Paper,Paper,Frisbee,Medium,17.2,65,47,83,14.88,2,59.0,0.8651,98.198,76.333,2.7651,Excellent
Automotive,Tin Container,Metal,Windshield Wiper,High,16.23,20,71,94,40.31,3,24.5,2.4837,94.826,74.556,3.7211,Good
Electronics,Wood Wool Cushioning,Natural Fiber,Webcam,Low,7.88,84,27,91,66.45,1,78.5,8.4327,82.433,73.575,4.2114,Good
Toys,Corrugated Cardboard,Cardboard,Remote Control Car,High,50.81,70,43,88,19.34,3,63.5,0.3806,99.207,85.852,3.0126,Excellent
Electronics,Corn Starch Foam,Bioplastic,Solar Lamp,Low,2.62,89,25,70,21.89,1,82.0,8.355,82.595,69.415,3.1307,Good
Toys,Kraft Paper,Paper,Badminton Set,Medium,14.06,63,47,87,17.31,2,58.0,1.2312,97.435,76.842,2.9074,Excellent
Furniture,Cork Packaging,Natural Material,Storage Ottoman,Medium,9.91,85,22,84,34.37,2,81.5,3.4682,92.775,81.977,3.5659,Excellent
Furniture,Cork Packaging,Natural Material,Tv Unit,Medium,10.39,88,21,85,8.67,2,83.5,0.8345,98.262,84.199,2.269,Excellent
Furniture,Molded Pulp,Paper,Shoe Rack,Medium,9.96,78,34,94,1.47,2,72.0,0.1476,99.693,83.357,0.9042,Excellent
Home Appliances,Recycled Cardboard Box,Recycled Cardboard,Hand Blender,High,42.91,69,39,92,2.44,3,65.0,0.0569,99.881,87.47,1.2355,Excellent
Construction,Steel Can,Metal,Waterproofing Chemical,High,17.36,16,74,96,8.65,3,21.0,0.4983,98.962,75.041,2.267,Excellent
Furniture,Molded Pulp,Paper,Shoe Rack,Medium,10.81,76,38,89,29.01,2,69.0,2.6836,94.41,79.886,3.4015,Excellent
Furniture,Kraft Paper,Paper,Folding Table,Medium,16.35,63,45,83,0.61,2,59.0,0.0373,99.922,76.764,0.4762,Excellent
Toys,Recycled Cardboard Box,Recycled Cardboard,Badminton Set,High,40.74,73,35,89,9.73,3,69.0,0.2388,99.503,87.826,2.373,Excellent
Cosmetics,Pla Bioplastic,Bioplastic,Nail Polish,Medium,9.13,86,26,69,7.23,2,80.0,0.7919,98.35,79.171,2.1078,Excellent
Healthcare,Amber Glass Bottle,Glass,Surgical Gloves,High,26.57,36,56,93,120.05,3,40.0,4.5183,90.588,77.897,4.7962,Excellent
Healthcare,Pha Bioplastic,Bioplastic,Herbal Powder,Medium,6.53,89,22,69,5.53,2,83.5,0.8469,98.236,80.192,1.8764,Excellent
Healthcare,Rpet Tray,Recycled Plastic,Pregnancy Test Kit,Medium,9.09,13,72,75,8.06,2,20.5,0.8867,98.153,62.772,2.2039,Good
Healthcare,Aluminum Tube,Metal,Injections,Medium,4.5,24,74,91,11.96,2,25.0,2.6578,94.463,67.199,2.5619,Good
Cosmetics,Aluminum Tube,Metal,Mascara,Medium,5.37,20,69,93,7.64,2,25.5,1.4227,97.036,68.492,2.1564,Good
Construction,Tin Container,Metal,Paint,High,15.02,21,70,94,74.38,3,25.5,4.9521,89.684,73.571,4.3225,Good
Textiles,Seed Paper,Paper,Blankets,Low,5.51,92,8,91,1.88,1,92.0,0.3412,99.289,81.839,1.0578,Excellent
Home Appliances,Corn Starch Foam,Bioplastic,Juicer,Low,2.93,89,19,75,5.32,1,85.0,1.8157,96.218,74.971,1.8437,Good
Healthcare,Amber Glass Bottle,Glass,Supplements,High,31.3,31,60,95,86.35,3,35.5,2.7588,94.253,77.963,4.4699,Excellent
Construction,Tin Container,Metal,Paint,High,16.06,20,76,94,14.75,3,22.0,0.9184,98.087,74.622,2.7568,Good
Toys,Corrugated Cardboard,Cardboard,Building Blocks,High,44.39,70,38,91,43.61,3,66.0,0.9824,97.953,87.038,3.798,Excellent
Electronics,Wheat Straw Pulp Box,Agricultural Waste,Mobile Phone,Medium,6.81,91,22,84,18.13,2,84.5,2.6623,94.454,83.297,2.9513,Excellent
Cosmetics,Frosted Glass Bottle,Glass,Micellar Water,High,24.8,36,52,97,68.47,3,42.0,2.7609,94.249,80.412,4.2409,Excellent
Food,Wheat Straw Pulp Box,Agricultural Waste,Coffee,Medium,6.49,86,22,84,3.52,2,82.0,0.5424,98.87,83.651,1.5085,Excellent
Automotive,Steel Can,Metal,Oil Filter,High,20.17,19,78,98,60.76,3,20.5,3.0124,93.725,74.081,4.1233,Good
Healthcare,Glassine Paper,Paper,Vaccine,Low,6.65,62,51,84,14.11,1,55.5,2.1218,95.58,68.212,2.7154,Good
Food,Beeswax Wrap,Natural Wax,Cooking Oil,Low,2.89,93,13,85,107.31,1,90.0,37.1315,22.649,60.579,4.685,Good
Electronics,Molded Pulp,Paper,Extension Cord,Medium,9.19,77,38,94,0.79,2,69.5,0.086,99.821,82.639,0.5822,Excellent
Electronics,Rice Husk Tray,Agricultural Waste,Hard Drive,Medium,6.7,91,23,81,7.24,2,84.0,1.0806,97.749,83.221,2.109,Excellent
Automotive,Corrugated Cardboard,Cardboard,Brake Fluid,High,50.63,73,39,93,2.09,3,67.0,0.0413,99.914,88.328,1.1282,Excellent
Food,Seed Paper,Paper,Frozen Vegetables,Low,5.08,93,9,88,4.64,1,92.0,0.9134,98.097,80.791,1.7299,Excellent
Electronics,Corrugated Cardboard,Cardboard,Smart Speaker,High,56.09,70,43,87,34.89,3,63.5,0.622,98.704,85.476,3.5805,Excellent
Automotive,Steel Can,Metal,Tire Inflator,High,18.71,20,76,94,87.39,3,22.0,4.6708,90.27,72.668,4.4818,Good
Home Appliances,Molded Pulp,Paper,Hand Blender,Medium,10.22,78,32,91,17.88,2,73.0,1.7495,96.356,82.072,2.9381,Excellent
Electronics,Corrugated Cardboard,Cardboard,Mobile Phone,High,48.2,69,40,90,31.44,3,64.5,0.6523,98.641,86.51,3.4794,Excellent
Cosmetics,Glass Jar,Glass,Bath Salts,High,28.32,39,57,94,136.14,3,41.0,4.8072,89.986,78.296,4.921,Excellent
Automotive,Kraft Paper,Paper,Car Battery,Medium,16.44,65,44,87,5.39,2,60.5,0.3279,99.317,78.063,1.8547,Excellent
Electronics,Rice Husk Tray,Agricultural Waste,Router,Medium,6.08,88,18,82,5.67,2,85.0,0.9326,98.057,83.848,1.8976,Excellent
Cosmetics,Duplex Board,Cardboard,Micellar Water,Medium,17.39,66,41,89,2.47,2,62.5,0.142,99.704,79.259,1.2442,Excellent
Healthcare,Sbs Board,Cardboard,Antiseptic Cream,Medium,15.83,68,43,90,30.54,2,62.5,1.9292,95.981,78.579,3.4513,Excellent
Cosmetics,Amber Glass Bottle,Glass,Conditioner,High,26.19,36,56,98,16.89,3,40.0,0.6449,98.657,81.164,2.8842,Excellent
Toys,Corrugated Cardboard,Cardboard,Card Game,High,44.75,68,40,88,59.03,3,64.0,1.3191,97.252,85.513,4.0948,Excellent
Food,Sugarcane Bottle,Bioplastic,Candy,Medium,7.65,86,29,75,15.83,2,78.5,2.0693,95.689,79.556,2.8232,Excellent
Toys,Kraft Paper,Paper,Action Figures,Medium,16.04,65,47,86,12.97,2,59.0,0.8086,98.316,77.112,2.6369,Excellent
Textiles,Cotton Bag,Natural Fiber,Underwear,Medium,10.49,89,21,87,31.95,2,84.0,3.0458,93.655,83.697,3.495,Excellent
Furniture,Cork Packaging,Natural Material,Office Chair,Medium,9.05,91,23,87,19.54,2,84.0,2.1591,95.502,84.159,3.0224,Excellent
Electronics,Wood Wool Cushioning,Natural Fiber,Electric Toothbrush,Low,8.74,82,27,90,35.13,1,77.5,4.0195,91.627,75.323,3.5871,Excellent
Healthcare,Sbs Board,Cardboard,Supplements,Medium,17.79,63,45,87,2.68,2,59.0,0.1506,99.686,77.705,1.3029,Excellent
Automotive,Tin Container,Metal,Touch Up Paint,High,16.9,21,76,95,129.35,3,22.5,7.6538,84.056,71.514,4.8702,Good
Textiles,Recycled Cardboard Box,Recycled Cardboard,Pillow Covers,High,48.94,70,36,91,1.51,3,67.0,0.0309,99.936,87.834,0.9203,Excellent
Construction,Stone Paper,Paper,Wall Putty,Medium,12.1,57,45,83,1.97,2,56.0,0.1628,99.661,75.799,1.0886,Excellent
Home Appliances,Molded Pulp,Paper,Pressure Cooker,Medium,10.42,76,32,89,10.37,2,72.0,0.9952,97.927,81.665,2.431,Excellent
Furniture,Jute Sack,Natural Fiber,Coffee Table,High,22.75,85,20,86,21.83,3,82.5,0.9596,98.001,90.75,3.1281,Excellent
Food,Recycled Kraft Paper,Paper,Noodles,Medium,14.94,67,36,88,15.05,2,65.5,1.0074,97.901,79.459,2.7757,Excellent
Automotive,Aluminum Can,Metal,Seat Covers,High,8.71,23,71,97,6.65,3,26.0,0.7635,98.41,76.652,2.0347,Excellent
Electronics,Hemp Fiber Bag,Natural Fiber,Laptop,Medium,10.57,93,17,90,13.32,2,88.0,1.2602,97.375,86.577,2.6617,Excellent
Toys,Bamboo Container,Natural Fiber,Carrom Board,High,13.6,87,21,82,25.68,3,83.0,1.8882,96.067,89.417,3.2839,Excellent
Textiles,Recycled Cardboard Box,Recycled Cardboard,Underwear,High,38.35,70,35,89,18.02,3,67.5,0.4699,99.021,87.255,2.9455,Excellent
Construction,Steel Can,Metal,Paint,High,20.76,17,75,95,72.37,3,21.0,3.486,92.738,73.234,4.2955,Good
Construction,Corrugated Cardboard,Cardboard,Rust Remover,High,42.68,67,42,87,10.93,3,62.5,0.2561,99.467,85.367,2.4791,Excellent
Home Appliances,Recycled Cardboard Box,Recycled Cardboard,Electric Kettle,High,46.77,71,36,95,30.72,3,67.5,0.6568,98.632,88.658,3.4569,Excellent
Textiles,Hemp Fiber Bag,Natural Fiber,Thread Spools,Medium,13.4,94,17,90,12.09,2,88.5,0.9022,98.121,86.914,2.5718,Excellent
Cosmetics,Pla Bioplastic,Bioplastic,Lip Gloss,Medium,8.07,86,26,72,7.97,2,80.0,0.9876,97.943,79.819,2.1939,Excellent
Electronics,Corrugated Cardboard,Cardboard,Cctv Camera,High,56.81,71,39,87,4.36,3,66.0,0.0767,99.84,86.51,1.679,Excellent
Construction,Kraft Paper,Paper,Waterproofing Chemical,Medium,13.75,66,44,82,2.4,2,61.0,0.1745,99.636,77.042,1.2238,Excellent
Furniture,Jute Sack,Natural Fiber,Study Table,High,25.38,90,19,88,10.99,3,85.5,0.433,99.098,92.424,2.4841,Excellent
Textiles,Cotton Bag,Natural Fiber,Embroidered Kurti,Medium,9.31,92,23,87,70.23,2,84.5,7.5435,84.286,81.505,4.2659,Excellent
Furniture,Honeycomb Board,Cardboard,Wall Shelf,High,45.65,74,38,92,1.43,3,68.0,0.0313,99.935,88.384,0.8879,Excellent
Furniture,Honeycomb Board,Cardboard,Bed Frame,High,37.39,71,41,91,1.2,3,65.0,0.0321,99.933,87.233,0.7885,Excellent
